"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","should fail trying to convert input from v2 to v1 format when the request version is v2 and the implementation version is v1","adaptInputToVersion","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","2","getAirshipTimestamp - should return with correct format when timestamp contains microseconds without Z","Airship utils - getAirshipTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","1","should convert input from v2 to v1 format when the request version is v2 and the implementation version is v1","adaptInputToVersion","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","1","when events(all identify) without context.timestamp, timestamp should be taken from timestamp","controller utility tests -- handleTimestampInEvents for retl connections","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","1","should fail trying to convert input from v2 to v0 format when the request version is v2 and the implementation version is v0","adaptInputToVersion","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","2","should throw error when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is array","Airship utils - prepareAttributePayload","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","1","should return true when timestamp is a valid Unix timestamp with milliseconds","Airship utils - isValidTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","9","failing source transform","Source controller tests","Fri Feb 14 03:37:38 GMT 2025","passed","Fri Feb 14 03:37:38 GMT 2025","","V1 Source transform tests","",""
"","11","successful transformation at processor","Destination controller tests","Fri Feb 14 03:37:38 GMT 2025","passed","Fri Feb 14 03:37:38 GMT 2025","","Destination processor transform tests","",""
"","2","should return the correct attribute payload when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is object & traits include an object","Airship utils - prepareAttributePayload","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","35","(pipedream) success source transform for source present in v0 and server providing v1 endpoint","Source api tests","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","9","compare native and cdk v2","Comparsion service tests","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","2","getAirshipTimestamp - should remove milliseconds - 2","Airship utils - getAirshipTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","2","when events(all track), timestamp should be taken from properties.timestamp","controller utility tests -- handleTimestampInEvents for retl connections","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","1","getAirshipTimestamp - should remove milliseconds","Airship utils - getAirshipTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","10","successful source transform","Source controller tests","Fri Feb 14 03:37:38 GMT 2025","passed","Fri Feb 14 03:37:38 GMT 2025","","V0 Source transform tests","",""
"","6","features supportTransformerProxyV1 to be boolean","features tests","Fri Feb 14 03:37:36 GMT 2025","passed","Fri Feb 14 03:37:36 GMT 2025","","","",""
"","2","should convert input from v1 to v2 format when the request version is v1 and the implementation version is v2","adaptInputToVersion","Fri Feb 14 03:37:33 GMT 2025","passed","Fri Feb 14 03:37:33 GMT 2025","","","",""
"","4","getAirshipTimestamp - should return the same timestamp","Airship utils - getAirshipTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","1","getAirshipTimestamp - should return with correct format when T & Z is not present","Airship utils - getAirshipTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","14","(webhook) failure scenario with single event config not containing webhook endpoint","Destination api tests","Fri Feb 14 03:37:36 GMT 2025","passed","Fri Feb 14 03:37:36 GMT 2025","","Processor transform tests","",""
"","20","(webhook) success scenario with single event","Destination api tests","Fri Feb 14 03:37:36 GMT 2025","passed","Fri Feb 14 03:37:36 GMT 2025","","Processor transform tests","",""
"","1","should return false when timestamp is not a valid Unix timestamp or date string(invalid_timestamp)","Airship utils - isValidTimestamp","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","36","(shopify) success source transform (monday)","Source api tests","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","12","transformation at router failure","Destination controller tests","Fri Feb 14 03:37:38 GMT 2025","passed","Fri Feb 14 03:37:38 GMT 2025","","Destination router transform tests","",""
"","9","(mock destination) v0 proxy","Api tests with a mock source/destination","Fri Feb 14 03:37:36 GMT 2025","passed","Fri Feb 14 03:37:36 GMT 2025","","","",""
"","2","should return the correct attribute payload when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is object","Airship utils - prepareAttributePayload","Fri Feb 14 03:37:37 GMT 2025","passed","Fri Feb 14 03:37:37 GMT 2025","","","",""
"","88","(pinterest) success scenario with multiplex events","Destination api tests","Fri Feb 14 03:37:36 GMT 2025","passed","Fri Feb 14 03:37:36 GMT 2025","","Processor transform tests","",""
