"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","{""description"": ""Track Call -> Fullfillments updated event"", ""input"": [Object], ""module"": ""source"", ""name"": ""shopify"", ""output"": [Object], ""version"": ""v1""} -> Track Call -> Fullfillments updated event (sourceTransformV2Flag: true) (index: 15)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/shopify/data.ts Tests","Tue Feb 11 14:24:06 GMT 2025","passed","Tue Feb 11 14:24:06 GMT 2025","","shopify source","",""
"","14","processor -> Test 11 (index: 11)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/destinations/trengo/processor/data.ts Tests","Tue Feb 11 14:24:14 GMT 2025","passed","Tue Feb 11 14:24:14 GMT 2025","","trengo destination","",""
"","1","should throw error when jsonAttributes is present in integrations object and jsonAttribute(widgets_installed#123) is array","Airship utils - prepareAttributePayload","Tue Feb 11 14:22:42 GMT 2025","passed","Tue Feb 11 14:22:42 GMT 2025","","","",""
"","6","features supportTransformerProxyV1 to be boolean","features tests","Tue Feb 11 14:22:41 GMT 2025","passed","Tue Feb 11 14:22:41 GMT 2025","","","",""
"","30","router -> Missing advertiser ID in the config (index: 2)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/destinations/the_trade_desk/router/data.ts Tests","Tue Feb 11 14:24:16 GMT 2025","passed","Tue Feb 11 14:24:16 GMT 2025","","the_trade_desk destination","",""
"","6","{""description"": ""test-29"", ""input"": [Object], ""module"": ""source"", ""name"": ""iterable"", ""output"": [Object], ""overrideReceivedAt"": true, ""version"": ""v0""} -> test-29 (sourceTransformV2Flag: true) (index: 59)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/iterable/data.ts Tests","Tue Feb 11 14:24:09 GMT 2025","passed","Tue Feb 11 14:24:09 GMT 2025","","iterable source","",""
"","12","{""description"": ""test-3"", ""input"": [Object], ""mockFns"": [Function mockFns], ""module"": ""source"", ""name"": ""appcenter"", ""output"": [Object], ""version"": ""v0""} -> test-3 (sourceTransformV2Flag: false) (index: 6)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/appcenter/data.ts Tests","Tue Feb 11 14:24:10 GMT 2025","passed","Tue Feb 11 14:24:10 GMT 2025","","appcenter source","",""
"","40","router -> Basic Router Test to test multiple payloads (index: 0)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/destinations/wunderkind/router/data.ts Tests","Tue Feb 11 14:24:12 GMT 2025","passed","Tue Feb 11 14:24:12 GMT 2025","","wunderkind destination","",""
"","7","{""description"": "" Neither reponse.user.id or response.user.userId is provided in payload then mapping response.id to anonymousId"", ""input"": [Object], ""module"": ""source"", ""name"": ""satismeter"", ""output"": [Object], ""version"": ""v0""} ->  Neither reponse.user.id or response.user.userId is provided in payload then mapping response.id to anonymousId (sourceTransformV2Flag: false) (index: 2)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/satismeter/data.ts Tests","Tue Feb 11 14:24:07 GMT 2025","passed","Tue Feb 11 14:24:07 GMT 2025","","satismeter source","",""
"","14","processor -> Track call with existing userId and event type as create response (index: 9)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/destinations/wootric/processor/data.ts Tests","Tue Feb 11 14:24:12 GMT 2025","passed","Tue Feb 11 14:24:12 GMT 2025","","wootric destination","",""
"","21","processor -> Test 15 (index: 15)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/destinations/tiktok_ads/processor/data.ts Tests","Tue Feb 11 14:24:15 GMT 2025","passed","Tue Feb 11 14:24:15 GMT 2025","","tiktok_ads destination","",""
"","8","{""description"": ""Survey Track Call -> NPS "", ""input"": [Object], ""module"": ""source"", ""name"": ""gainsightpx"", ""output"": [Object], ""version"": ""v0""} -> Survey Track Call -> NPS  (sourceTransformV2Flag: true) (index: 15)","/home/runner/work/rudder-transformer/rudder-transformer/test/integrations/sources/gainsightpx/data.ts Tests","Tue Feb 11 14:24:09 GMT 2025","passed","Tue Feb 11 14:24:09 GMT 2025","","gainsightpx source","",""
